volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
283271;Towada;caldera;915;Japan;Japan, Taiwan, Marianas;Honshu;40.51;140.88;1011;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ;NA;12366;12366;103631;2237010
285030;Toya;stratovolcano;2001;Japan;Japan, Taiwan, Marianas;Hokkaido;42.544;140.839;733;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Dacite;Rhyolite; ; ; ; ; ;NA;5723;36191;214565;3206914
257090;Traitor's Head;stratovolcano;1881;Vanuatu;Melanesia and Australia;Vanuatu;-18.754;169.238;817;Subduction zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;207;380;7007;30651
357101;Tralihue;stratovolcano;Unknown;Argentina;South America;Central Chile and Argentina;-38.509;-70.898;2448;Intraplate / Continental crust (>25 km);Evidence Credible;Trachyandesite / Basaltic Trachyandesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;43;385;4621;97456
312160;Trident;stratovolcano;1974;United States;Alaska;Alaska Peninsula;58.236;-155.1;1864;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;0;0;117
386010;Tristan da Cunha;shield;1962;United Kingdom;Atlantic Ocean;Atlantic Ocean (southern);-37.092;-12.28;2060;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;Phonolite; ; ; ;NA;12;12;12;32
360100;Trois Pitons, Morne;complex;920;Dominica;West Indies;West Indies;15.37;-61.33;1387;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;2493;29522;62348;687847
357081;Trolon;lavadome;Unknown;Argentina;South America;Central Chile and Argentina;-37.738;-70.906;2360;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;17;235;2539;65041
357072;Tromen;stratovolcano;1822;Argentina;South America;Central Chile and Argentina;-37.144;-70.033;4114;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ;NA;12;196;2928;47403
358011;Tronador;stratovolcano;Unknown;Chile-Argentina;South America;Southern Chile and Argentina;-41.157;-71.885;3478;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;7;106;1293;380976
221250;Tullu Moje;pyroclasticcone;1900;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;8.159;39.137;2343;Rift zone / Continental crust (>25 km);Eruption Observed;Rhyolite;Trachyte / Trachydacite;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ;NA;11514;51976;546291;5565084
373040;Tungnafellsjokull;stratovolcano;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);64.75;-17.916;1523;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;0;0;0;927
302050;Tunkin Depression;volcanicfield;Unknown;Russia;Kamchatka and Mainland Asia;Russia (southeastern);51.5;102.5;1200;Rift zone / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;431;431;6533;63490
357010;Tupungatito;stratovolcano;1987;Chile-Argentina;South America;Central Chile and Argentina;-33.425;-69.797;5660;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;612;923;6161;6169105
345070;Turrialba;stratovolcano;2019;Costa Rica;México and Central America;Costa Rica;10.025;-83.767;3340;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;1891;6867;672428;3390544
244020;Tutuila;tuffcone;440;United States;New Zealand to Fiji;Samoan and Wallis Islands;-14.295;-170.7;653;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;16653;49763;56239;67387
354040;Tutupaca;stratovolcano;1802;Peru;South America;Peru;-17.026;-70.372;5801;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Rhyolite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;18;1125;21124;213931
320031;Tuya Volcanic Field;volcanicfield;Unknown;Canada;Canada and Western USA;Canada;59.37;-130.58;2123;Intraplate / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Foidite; ; ; ; ; ; ; ;NA;0;0;0;665
355150;Tuzgle;stratovolcano;Unknown;Argentina;South America;Northern Chile, Bolivia and Argentina;-24.05;-66.48;5486;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;42;217;4740;22953
300540;Tuzovsky;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;57.32;159.967;1516;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;128;3636
323160;Ubehebe Craters;maar;-150;United States;Canada and Western USA;USA (California);37.02;-117.45;752;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;18;94;262;15354
300241;Udina;stratovolcano;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;55.758;160.527;2886;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;2;63;10334
302030;Udokan Plateau;pyroclasticcone;-220;Russia;Kamchatka and Mainland Asia;Russia (southeastern);56.28;117.77;2180;Rift zone / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyte / Trachydacite;Foidite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;12;12;62;4688
312130;Ugashik-Peulik;stratovolcano;1814;United States;Alaska;Alaska Peninsula;57.751;-156.368;1474;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite;Rhyolite; ; ; ; ; ;NA;0;0;0;102
329010;Uinkaret Field;volcanicfield;1100;United States;Canada and Western USA;USA (Arizona);36.38;-113.13;1555;Rift zone / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;92;92;170;149617
312131;Ukinrek Maars;maar;1977;United States;Alaska;Alaska Peninsula;57.832;-156.51;91;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ; ;NA;0;0;0;739
300350;Uksichan;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;56.08;158.38;1692;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Dacite; ; ; ;NA;0;6;67;4416
306030;Ulreung;stratovolcano;-2990;South Korea;Kamchatka and Mainland Asia;Korea;37.5;130.87;984;Intraplate / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite;Phonolite; ; ; ; ; ; ; ;NA;7399;9210;9210;9210
251060;Umboi;complex;Unknown;Papua New Guinea;Melanesia and Australia;Northeast of New Guinea;-5.589;147.875;1548;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ;Dacite; ; ; ;NA;249;1127;5585;83275
263230;Ungaran;stratovolcano;Unknown;Indonesia;Indonesia;Java;-7.18;110.33;2050;Subduction zone / Continental crust (>25 km);Evidence Credible;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;6705;110008;4595534;25639073
282100;Unzendake;complex;1996;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;32.761;130.299;1483;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;6979;76424;444737;7313362
244030;Upolu;shield;Unknown;Samoa;New Zealand to Fiji;Samoan and Wallis Islands;-13.935;-171.72;1100;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ;Andesite / Basaltic Andesite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;NA;680;13753;144419;198677
290191;Uratman;stratovolcano;Unknown;Russia;Kuril Islands;Kuril Islands;47.12;152.25;678;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;3;9;20;33
300261;Ushkovsky;compound;1890;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;56.113;160.509;3943;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;292;12461
343081;Usulutan;stratovolcano;Unknown;El Salvador;México and Central America;El Salvador and Honduras;13.419;-88.471;1449;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;22940;154864;610124;5434637
343160;Utila Island;pyroclasticcone;Unknown;Honduras;México and Central America;El Salvador and Honduras;16.12;-86.882;74;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;2260;2260;2260;650270
231020;Uwayrid, Harrat;volcanicfield;640;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);27.08;37.25;1920;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;659;659;659;58643
300170;Uzon;caldera;200;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;54.5;159.97;1617;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite;Rhyolite; ; ; ; ; ;NA;0;0;294;9144
244000;Vailulu'u;submarine;2003;United States;New Zealand to Fiji;Samoan and Wallis Islands;-14.215;-169.058;-592;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;1387
214080;Vaiyots-Sar;pyroclasticcone;-2000;Armenia;Mediterranean and Western Asia;Western Asia;39.797;45.497;2575;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;31477;31477;57079;1465950
233015;Vakinankaratra;pyroclasticcone;Unknown;Madagascar;Middle East and Indian Ocean;Indian Ocean (western);-19.85;46.942;2644;Intraplate / Continental crust (>25 km);Evidence Credible;Trachybasalt / Tephrite Basanite;Foidite;Andesite / Basaltic Andesite;Trachyte / Trachydacite;Phonolite; ; ; ; ;NA;123192;123192;413328;5184370
346030;Valle, El;stratovolcano;Unknown;Panama;México and Central America;Panama;8.58;-80.17;1185;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;1544;7458;131928;2108003
290370;Vernadskii Ridge;pyroclasticcone;Unknown;Russia;Kuril Islands;Kuril Islands;50.55;155.97;1183;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;2;976;3064
372010;Vestmannaeyjar;submarine;1973;Iceland;Iceland and Arctic Ocean;Iceland (southern);63.416;-20.266;283;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ;NA;1685;1685;2188;17538
211020;Vesuvius;stratovolcano;1944;Italy;Mediterranean and Western Asia;Italy;40.821;14.426;1281;Subduction zone / Continental crust (>25 km);Eruption Observed;Phono-tephrite /  Tephri-phonolite;Phonolite;Trachyandesite / Basaltic Trachyandesite;Trachybasalt / Tephrite Basanite;Trachyte / Trachydacite; ; ; ; ;NA;19162;675705;3907941;6009961
253030;Victory;stratovolcano;1935;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;-9.2;149.07;1925;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt;Dacite; ; ;NA;16;96;14042;116816
357120;Villarrica;stratovolcano;2020;Chile;South America;Central Chile and Argentina;-39.42;-71.93;2847;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Rhyolite; ; ; ; ; ; ;NA;477;1067;35118;667788
300083;Vilyuchik;stratovolcano;-8050;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;52.7;158.28;2173;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;0;1;23874;276468
223050;Visoke;stratovolcano;1957;DR Congo-Rwanda;Africa and Red Sea;Africa (central);-1.458;29.485;3696;Rift zone / Continental crust (>25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ; ; ;NA;17165;88356;1162209;10953315
300059;Visokiy;stratovolcano;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;52.43;157.93;1234;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;30;232358
302040;Vitim Volcanic Field;pyroclasticcone;Unknown;Russia;Kamchatka and Mainland Asia;Russia (southeastern);53.75;113.25;1250;Unknown;Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ;Andesite / Basaltic Andesite; ; ; ;NA;669;669;669;10035
225020;Voon, Tarso;stratovolcano;Unknown;Chad;Africa and Red Sea;Africa (northern);20.92;17.28;3100;Intraplate / Continental crust (>25 km);Unrest / Holocene;Trachyte / Trachydacite;Phonolite;Trachybasalt / Tephrite Basanite; ; ;Trachyandesite / Basaltic Trachyandesite;Rhyolite; ; ;NA;0;0;0;3220
300720;Voyampolsky;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;58.374;160.631;1103;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;74;2758
211050;Vulcano;stratovolcano;1890;Italy;Mediterranean and Western Asia;Italy;38.404;14.962;500;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite;Rhyolite;Basalt / Picro-Basalt; ; ; ; ;NA;2259;23059;86766;2093800
211003;Vulsini;caldera;-104;Italy;Mediterranean and Western Asia;Italy;42.6;11.93;800;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite;Phonolite;Foidite;Phono-tephrite /  Tephri-phonolite; ; ; ; ;NA;71789;71789;195475;4627250
300221;Vysoky;stratovolcano;-550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;55.064;160.765;2129;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;0;0;123;3657
390024;Waesche;shield;Unknown;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-77.17;-126.88;3292;Intraplate / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Rhyolite; ; ; ; ; ; ;NA;0;0;0;0
244050;Wallis Islands;shield;Unknown;France;New Zealand to Fiji;Samoan and Wallis Islands;-13.3;-176.17;143;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;6897;15214;15342;15342
324030;Wapi Lava Field;shield;-300;United States;Canada and Western USA;USA (Idaho);42.88;-113.22;1604;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;6;6;1394;172539
283071;Washiba-Kumonotaira;shield;Unknown;Japan;Japan, Taiwan, Marianas;Honshu;36.408;137.594;2924;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;53;215;104826;4446247
360101;Watt, Morne;stratovolcano;1997;Dominica;West Indies;West Indies;15.307;-61.305;1224;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1818;35821;63178;545352
320150;Wells Gray-Clearwater;pyroclasticcone;1550;Canada;Canada and Western USA;Canada;52.33;-120.57;2576;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;716;716;716;18280
321060;West Crater;volcanicfield;-5750;United States;Canada and Western USA;USA (Washington);45.88;-122.08;1329;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;505;505;14359;2225092
210010;West Eifel Volcanic Field;maar;-8300;Germany;Mediterranean and Western Asia;Western Europe;50.17;6.85;600;Rift zone / Continental crust (>25 km);Eruption Dated;Foidite; ; ; ; ;Trachybasalt / Tephrite Basanite;Phonolite; ; ;NA;94991;94991;232256;7945412
243130;West Mata;submarine;2009;Tonga;New Zealand to Fiji;Tonga Islands;-15.1;-173.75;-1174;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;0;0;0;1755
311340;Westdahl;stratovolcano;1992;United States;Alaska;Aleutian Islands;54.516;-164.65;1563;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Andesite / Basaltic Andesite; ; ;Trachyte / Trachydacite;Dacite; ; ;NA;0;0;0;305
241040;Whakaari/White Island;stratovolcano;2019;New Zealand;New Zealand to Fiji;New Zealand;-37.52;177.18;294;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;5;5;5;190290
241011;Whangarei;pyroclasticcone;Unknown;New Zealand;New Zealand to Fiji;New Zealand;-35.75;174.27;397;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt; ; ; ;Andesite / Basaltic Andesite;Dacite;Rhyolite; ;NA;51419;51419;62244;145873
263270;Wilis;stratovolcano;Unknown;Indonesia;Indonesia;Java;-7.808;111.758;2563;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;514;5376;2150615;21455776
252080;Witori;caldera;2012;Papua New Guinea;Melanesia and Australia;New Britain;-5.576;150.516;724;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;Andesite / Basaltic Andesite;Rhyolite; ; ;Basalt / Picro-Basalt; ; ; ;NA;24509;24509;37824;145382
315020;Wrangell;shield;1912;United States;Alaska;Alaska (eastern);62.006;-144.017;4278;Intraplate / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;0;0;1844
305030;Wudalianchi;volcanicfield;1776;China;Kamchatka and Mainland Asia;China (eastern);48.72;126.12;597;Intraplate / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ; ;NA;57885;57885;136201;2164526
283070;Yakedake;stratovolcano;1995;Japan;Japan, Taiwan, Marianas;Honshu;36.227;137.587;2455;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;995;2995;156542;4595286
231080;Yar, Jabal;volcanicfield;1810;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);17.05;42.83;305;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;292582;292582;574162;2204954
